STATEFIP,COUNTYFIPS,totalpop,targage1wtd,targage2wtd,malewtd,femalewtd,targ1wtd,targ2wtd,coveredwtd,insurlikelywtd,likelytarg1wtd,targage1pp,targage2pp,malepp,femalepp,targ1pp,targ2pp,coveredpp,insurlikelypp,likelytarg1pp
1,97,829672,40046,33855,197775,216382,20067,16869,357440,148055,0,-0.065665602,-0.110595808,-0.101964736,-0.074136649,-0.05221519,-0.10251802,-0.101419154,-0.023220014,0
26,81,1284346,61985,53974,309794,319515,29906,27080,576069,197868,0,0.252340897,0.202026473,0.204673137,0.198630738,0.238792504,0.220532903,0.243556744,0.173805085,0
48,491,1057436,51031,32330,241523,249098,24787,15981,434694,101871,0,0.093562321,-0.134292263,0.017789892,0.012391018,0.087388054,-0.130612155,0.020480356,-0.205891349,0
48,183,247490,11937,10943,60539,62741,6316,5094,98131,41147,0,-0.473106446,-0.466617564,-0.477630963,-0.480488196,-0.458927946,-0.475050054,-0.510584248,-0.446072671,0
42,17,1252798,60389,40533,307551,318701,28241,19929,593011,161501,0,0.229206827,-0.006828643,0.198533208,0.196477861,0.189546868,-0.005707147,0.270289619,0.029962879,0
39,169,232940,11220,9802,57360,58239,5438,4843,98973,37016,0,-0.483499384,-0.484347174,-0.486333075,-0.492395139,-0.484896515,-0.482991077,-0.509255652,-0.462411993,0
36,27,588946,28337,28362,146971,149078,13882,14062,273115,94161,0,-0.235387927,-0.195949662,-0.241034273,-0.25214307,-0.235148678,-0.191324595,-0.234476034,-0.236386672,0
5,7,516582,24843,16866,121519,123608,12322,8459,215988,71396,0,-0.286033568,-0.374582087,-0.310705911,-0.319506429,-0.281288733,-0.368589732,-0.324617041,-0.326428958,0
37,85,261762,12587,10053,62879,63821,5823,5054,109718,41847,0,-0.463684675,-0.480446971,-0.471225509,-0.477631799,-0.473509386,-0.476315556,-0.492301057,-0.443303964,0
34,31,1015890,48829,43887,246463,260358,23327,21889,430880,189224,0,0.061644261,0.045288019,0.031312519,0.0421716,0.044205695,0.056302432,0.014462225,0.139615517,0
12,97,672030,32266,26046,153739,158416,15628,12844,249189,107446,0,-0.178436948,-0.231937197,-0.222507727,-0.227445816,-0.183507309,-0.229859119,-0.272229001,-0.183840581,0
48,27,680822,32684,35185,164846,165751,16817,16031,290786,96972,0,-0.172378025,-0.089929392,-0.192103717,-0.208046121,-0.148340305,-0.129030278,-0.206592867,-0.225268339,0
27,3,691914,33206,23065,170699,170396,16691,11091,319574,90480,0,-0.164811618,-0.278257939,-0.176081868,-0.195760969,-0.152067002,-0.285319726,-0.161168123,-0.250946112,0
48,423,450580,21616,19214,106082,113935,10527,9876,179292,71459,0,-0.332809035,-0.338097315,-0.35296275,-0.345089695,-0.334379374,-0.323759338,-0.382519861,-0.326179775,0
26,65,576102,27600,49667,138191,146682,13416,25402,263640,93432,0,-0.246070765,0.135101469,-0.265068415,-0.258480039,-0.248931541,0.16744511,-0.249426689,-0.239270082,0
51,550,475880,22794,18320,113776,119422,11572,8677,211618,59321,0,-0.315733887,-0.351988876,-0.331901396,-0.330577612,-0.303471452,-0.361692748,-0.331512488,-0.374189143,0
45,91,517052,24749,18284,118104,127537,11904,9492,217605,69399,0,-0.287396101,-0.352548268,-0.320054042,-0.309114963,-0.293651902,-0.335908153,-0.322065568,-0.334327682,0
29,99,448452,21462,14948,110619,111865,10538,7309,200667,62025,0,-0.33504127,-0.404385235,-0.340543285,-0.350564455,-0.334054027,-0.404972903,-0.348792131,-0.363494026,0
20,91,1168902,55703,36769,279858,292788,27262,17883,534415,113652,0,0.161283108,-0.065316156,0.122727116,0.12794285,0.160591026,-0.070437554,0.177830669,-0.159294021,0
37,183,2093582,99677,78009,486043,512193,48005,38509,890524,213730,0,0.798687629,0.575498143,0.687132528,0.708227808,0.774105875,0.582118349,0.739737014,0.236543971,0
42,45,1126804,53630,49417,271001,291855,26331,24256,519684,170908,0,0.131234908,0.131216804,0.098482196,0.125475241,0.133054878,0.131188489,0.154586544,0.067170337,0
47,179,254880,12125,13255,61559,64558,6193,7038,111952,45272,0,-0.47038138,-0.430692184,-0.474838842,-0.475682572,-0.462565911,-0.413546676,-0.488776016,-0.429757079,0
42,27,322928,15341,34653,83581,75931,7620,15243,147657,35070,0,-0.423765358,-0.098195958,-0.414556397,-0.445603126,-0.420359592,-0.15396066,-0.432436901,-0.470108997,0
48,113,5149968,244502,212255,1238523,1274081,120240,104425,1926269,758239,0,2.897930585,2.661500965,2.746951549,2.723278265,2.910597468,2.667538443,2.374044733,2.390237585,0
1,15,229222,10875,9468,55943,60011,5332,4652,103004,46177,0,-0.488500169,-0.489537086,-0.490211933,-0.487708532,-0.488031673,-0.489033847,-0.502895115,-0.426177538,0
55,117,230854,10952,7045,57259,57454,4999,3440,105953,34058,0,-0.487384052,-0.527187257,-0.486609549,-0.494471316,-0.4978808,-0.527378546,-0.498241871,-0.474111755,0
22,73,313966,14886,14647,75091,81553,7092,7485,127386,58371,0,-0.430360598,-0.409062371,-0.4377967,-0.430733994,-0.435976226,-0.399404696,-0.464422623,-0.377946673,0
36,93,309106,14655,12266,75595,79069,7329,6084,145486,57697,0,-0.43370895,-0.446059918,-0.436417064,-0.437303707,-0.428966487,-0.44372889,-0.435862534,-0.380612542,0
13,67,1496300,70812,56291,351982,376524,35359,27891,613678,157941,0,0.380288541,0.238029546,0.320157462,0.34940882,0.400075658,0.246190948,0.302900192,0.01588203,0
5,143,456098,21574,28099,110137,109818,11051,13597,189438,64047,0,-0.333417826,-0.20003633,-0.341862699,-0.355978385,-0.318881047,-0.206036051,-0.366510432,-0.35549642,0
39,93,612730,28978,22538,150039,154078,14199,10682,281673,109885,0,-0.226096612,-0.286446813,-0.23263601,-0.23891901,-0.225772782,-0.29825948,-0.220972319,-0.174193617,0
40,17,273064,12912,8710,63793,65701,6701,4514,115299,33038,0,-0.45897379,-0.50131539,-0.468723549,-0.472659552,-0.447540817,-0.493399828,-0.483494767,-0.478146156,0
10,1,349654,16517,16131,82691,88889,8093,8044,157748,67719,0,-0.406719201,-0.386003001,-0.41699266,-0.411331654,-0.40636969,-0.381719311,-0.416514257,-0.340972577,0
29,189,1997162,94251,74604,473891,526598,46398,36935,919419,275442,0,0.720037588,0.522589009,0.653867962,0.746326323,0.726575703,0.532320861,0.785330593,0.480633124,0
4,13,8485994,400230,334826,2022006,2066454,195836,162936,3515248,1336950,0,5.155212871,4.566089943,4.891637368,4.818955814,5.146497218,4.518682554,4.881303415,4.679210192,0
9,3,1784778,84167,68667,434693,461308,40534,32875,842933,319259,0,0.573869689,0.430335991,0.546568385,0.573646554,0.553136418,0.403872448,0.664642914,0.653942276,0
36,109,209742,9888,23878,50976,53499,4998,11885,97638,27097,0,-0.502806766,-0.265625009,-0.503808469,-0.504931547,-0.497910377,-0.260199519,-0.511362156,-0.501644562,0
37,51,654254,30816,36213,159762,166456,15111,15919,289417,111197,0,-0.199454744,-0.07395565,-0.206020525,-0.206181528,-0.198798596,-0.132573683,-0.208753019,-0.16900427,0
55,133,796848,37517,24954,194594,200856,17451,12269,379623,96975,0,-0.102323537,-0.248905412,-0.110672322,-0.115199998,-0.129588513,-0.248050704,-0.066416477,-0.225256473,0
37,1,319376,15033,12889,74261,82098,7766,6829,134055,56058,0,-0.428229828,-0.436379334,-0.440068721,-0.429292571,-0.416041356,-0.420158922,-0.453899571,-0.38709527,0
17,19,416838,19614,41518,103158,103316,9633,19479,193195,51385,0,-0.361828088,0.008476936,-0.36096683,-0.373174952,-0.360821174,-0.01994404,-0.360582241,-0.405578362,0
37,81,1042660,49060,47015,242471,269192,23812,24989,445131,161630,0,0.064992613,0.093892945,0.020384923,0.065535868,0.058550519,0.154378806,0.036948956,0.030473112,0
48,381,265002,12469,10940,63254,65371,5678,5610,112471,32759,0,-0.465395089,-0.46666418,-0.470198994,-0.47353234,-0.477798045,-0.458725084,-0.487957083,-0.479249683,0
37,67,743022,34934,30386,172793,191729,17336,16132,317516,118133,0,-0.139764203,-0.164499416,-0.170349807,-0.139339197,-0.132989864,-0.125834887,-0.164415453,-0.141570345,0
22,17,497702,23396,20039,120417,132909,11318,10220,218375,105754,0,-0.307007878,-0.325277921,-0.313722496,-0.294907033,-0.310983999,-0.312876024,-0.320850581,-0.19053294,0
9,9,1713750,80511,74028,415543,445198,39348,37092,799492,312559,0,0.520875853,0.513638742,0.494147677,0.531038634,0.518058146,0.537287954,0.596097122,0.627441801,0
34,13,1593828,74854,63452,380846,411673,37076,31382,675157,270620,0,0.438877459,0.349301884,0.399169019,0.442371314,0.450859296,0.3566376,0.399908243,0.461560692,0
6,59,6345064,297968,266720,1547426,1585311,146960,130660,2749236,931342,0,3.672921946,3.50781403,3.592534521,3.546423077,3.700893798,3.497549309,3.672608877,3.07491098,0
53,11,934036,43860,32005,222965,228017,21619,15771,408604,149227,0,-0.010381551,-0.139342327,-0.03301029,-0.043364262,-0.006311751,-0.137256039,-0.020687198,-0.018584409,0
31,153,358046,16809,12494,86408,86050,8139,5798,164343,33765,0,-0.402486652,-0.442517104,-0.406817841,-0.418840275,-0.40500915,-0.452777226,-0.40610797,-0.475270657,0
6,87,549346,25728,34387,134649,136579,12668,17201,244794,87072,0,-0.273205465,-0.102329241,-0.274764193,-0.285200574,-0.271055106,-0.092014356,-0.279163896,-0.264425757,0
13,59,249414,11681,28687,57715,64205,6665,15005,102754,30615,0,-0.476817174,-0.190899598,-0.485361307,-0.476616191,-0.448605587,-0.161490394,-0.503289591,-0.487729835,0
19,113,443322,20749,18017,107874,109933,10305,8717,205541,65340,0,-0.345376227,-0.35669709,-0.348057376,-0.355674232,-0.340945458,-0.360427247,-0.34110142,-0.350382224,0
51,650,270820,12670,14467,65998,70849,6444,6867,120716,43211,0,-0.462481588,-0.41185933,-0.46268764,-0.459044061,-0.455142095,-0.418956696,-0.474947253,-0.437908942,0
18,81,303964,14214,11015,72187,75197,6663,5784,132703,36977,0,-0.440101259,-0.465498781,-0.445746034,-0.447544418,-0.448664741,-0.453220152,-0.4560329,-0.46256625,0
31,55,1109990,51904,43449,267554,275523,25893,21587,485492,141831,0,0.106216483,0.038482087,0.089046469,0.082280173,0.12010017,0.046747895,0.100634799,-0.047837769,0
42,43,547414,25592,18815,131474,139629,11888,9177,249196,91053,0,-0.275176789,-0.34429724,-0.283455355,-0.277133897,-0.294125133,-0.345873978,-0.272217956,-0.248679728,0
47,149,616502,28815,33501,143613,146868,14383,16239,258249,71361,0,-0.228459302,-0.116096493,-0.250226374,-0.257988104,-0.220330622,-0.12244967,-0.257933177,-0.326567394,0
41,47,672632,31400,27037,161463,164958,15543,13099,288107,131809,0,-0.190989645,-0.216538385,-0.201364252,-0.210143456,-0.18602135,-0.221791546,-0.210820075,-0.087477734,0
6,61,761062,35518,24041,181082,189483,17013,11496,341767,108052,0,-0.131299105,-0.263092208,-0.147659716,-0.145279444,-0.142543221,-0.272506523,-0.126149667,-0.181443672,0
13,21,305520,14248,13851,72957,81776,7280,7479,129272,61812,0,-0.439608428,-0.421431144,-0.443638256,-0.430144201,-0.430415758,-0.399594521,-0.461446693,-0.364336504,0
51,87,653002,30409,21786,151654,170253,15477,10898,290515,81673,0,-0.205354222,-0.298131884,-0.228215152,-0.196139177,-0.187973429,-0.291425772,-0.207020479,-0.285780394,0
34,5,898568,41834,33784,221634,228298,19740,14924,418997,119902,0,-0.039748485,-0.111699053,-0.036653735,-0.04262107,-0.061886855,-0.164053035,-0.004288026,-0.134573429,0
34,39,1111260,51720,41447,268019,282275,24693,20386,470382,159316,0,0.103549397,0.007373691,0.090319348,0.100137943,0.08460782,0.008751209,0.076792647,0.02132056,0
37,71,433930,20176,14875,102365,109465,9857,7361,182930,78101,0,-0.35368188,-0.405519557,-0.363137568,-0.356912004,-0.354195936,-0.403327751,-0.376779441,-0.299908707,0
55,79,1902896,88454,85961,462585,493026,44101,43488,861204,371746,0,0.636009889,0.69906156,0.622919214,0.657534698,0.658637429,0.739641661,0.693472825,0.861543834,0
37,35,312918,14544,10908,75866,79150,7216,5352,134759,56184,0,-0.435317898,-0.467161417,-0.435675236,-0.437089477,-0.432308683,-0.466887569,-0.452788726,-0.386596903,0
39,23,269572,12523,10419,66016,70227,6538,5226,124652,59276,0,-0.464612357,-0.474759821,-0.462638367,-0.460689134,-0.452361861,-0.470873899,-0.468736617,-0.374367131,0
55,87,369052,17141,13497,90706,91162,8441,6520,172204,47102,0,-0.397674301,-0.426931829,-0.395052609,-0.405319996,-0.396076909,-0.429934922,-0.393704055,-0.42251889,0
36,55,1495454,69446,69250,362906,386568,33747,34109,709095,270691,0,0.360488328,0.439395029,0.350060534,0.375973311,0.352397601,0.442913172,0.4534592,0.461841518,0
36,59,2723000,126400,103069,658425,697865,61757,50675,1265533,357824,0,1.18603836,0.964896939,1.159006495,1.199295325,1.180848207,0.967020662,1.331465773,0.80647822,0
13,77,281052,13039,9171,66240,69389,6431,4722,120804,34608,0,-0.457132921,-0.494152068,-0.462025196,-0.462905486,-0.455526595,-0.486819219,-0.474808397,-0.471936343,0
29,71,205676,9541,6764,50758,51233,4080,3340,92694,30029,0,-0.507836542,-0.53155362,-0.504405216,-0.510924691,-0.525062025,-0.5305423,-0.51916332,-0.490047638,0
26,77,523308,24270,36250,126486,132185,11860,18188,238292,85785,0,-0.294339221,-0.07338072,-0.297109375,-0.296821877,-0.294953288,-0.060788104,-0.289423437,-0.269516221,0
9,7,326658,15145,12081,80477,84187,7338,5897,156305,46986,0,-0.426606384,-0.44893457,-0.423053205,-0.423767559,-0.428700294,-0.44964511,-0.418791174,-0.422977704,0
45,83,602926,27873,24452,142382,152070,13988,12677,250982,105087,0,-0.242113622,-0.256705819,-0.253596081,-0.244229792,-0.23201352,-0.235142588,-0.269399817,-0.193171121,0
26,125,2487940,114981,85256,600993,633752,55745,41482,1148859,334437,0,1.020519593,0.688106805,1.001793644,1.029728499,1.003031533,0.676176756,1.147365228,0.71397574,0
48,245,509358,23537,22191,129981,123575,11336,10436,191716,81818,0,-0.304964079,-0.291838727,-0.287542254,-0.319593708,-0.310451614,-0.306042315,-0.362915963,-0.285206876,0
34,7,1020300,47122,39230,247458,263569,22930,19426,460102,174375,0,0.036901242,-0.027075516,0.034036206,0.050664091,0.032463642,-0.021620829,0.060571779,0.080883345,0
23,1,214638,9902,7864,52487,54786,4710,4182,98637,41204,0,-0.502603835,-0.514461095,-0.499672297,-0.501527674,-0.506428541,-0.503903491,-0.509785828,-0.445847219,0
47,189,265562,12243,8234,61616,64075,5990,3927,115831,36155,0,-0.468670966,-0.508711791,-0.474682812,-0.476960017,-0.468570034,-0.511971064,-0.482655321,-0.465817502,0
55,73,271206,12502,8974,68250,67262,6001,4261,126229,42631,0,-0.464916753,-0.497213184,-0.456523074,-0.468531001,-0.468244687,-0.501404125,-0.46624826,-0.440203013,0
39,61,1618198,74582,66147,388424,417660,36360,33117,738864,274421,0,0.434934811,0.39117857,0.419912838,0.458205803,0.429682194,0.411528732,0.500431868,0.476594768,0
17,167,394998,18198,14218,95273,103427,8596,7370,185350,71084,0,-0.382353053,-0.415728456,-0.382551023,-0.372881378,-0.39149248,-0.403043013,-0.372960909,-0.32766301,0
40,27,557310,25674,35464,136174,135940,13040,17124,240090,70117,0,-0.273988196,-0.085594106,-0.270589698,-0.286890608,-0.260052477,-0.094450447,-0.286586363,-0.33148778,0
1,55,205128,9447,7593,49695,53673,4626,3731,91123,40856,0,-0.509199075,-0.518672072,-0.507315045,-0.50447135,-0.508913005,-0.518172022,-0.52164221,-0.447223661,0
18,95,258592,11908,9871,65274,64893,5768,4722,110533,50315,0,-0.473526802,-0.483275007,-0.464669499,-0.47479656,-0.475136119,-0.486819219,-0.491015064,-0.409810528,0
6,67,3028920,139390,121549,722792,756753,68682,59669,1319187,549168,0,1.37432882,1.252051358,1.335203033,1.355043009,1.385668645,1.251568698,1.416126714,1.563300147,0
17,179,268770,12362,8548,67218,68303,6203,4054,126476,43885,0,-0.466946057,-0.503832653,-0.459348044,-0.465777752,-0.462270142,-0.507953096,-0.465858517,-0.435243073,0
47,165,360126,16559,11626,84456,88324,7827,5628,155809,52216,0,-0.40611041,-0.45600466,-0.412161195,-0.412825972,-0.414237161,-0.458155608,-0.419573815,-0.402291512,0
29,19,353188,16234,31456,83904,88937,7908,16668,158802,37261,0,-0.410821295,-0.147873051,-0.413672225,-0.411204703,-0.411841428,-0.108877165,-0.414851144,-0.461442946,0
17,113,344836,15837,26662,84735,88669,7593,13821,164248,42706,0,-0.416575822,-0.222365383,-0.411397468,-0.411913512,-0.42115817,-0.198949242,-0.406257871,-0.439906366,0
39,57,329530,15134,18489,80472,84128,7662,9544,154277,51142,0,-0.42676583,-0.349362843,-0.423066892,-0.423923603,-0.419117359,-0.334263001,-0.421991167,-0.406539499,0
29,183,781836,35902,28145,186693,193058,18043,13731,355337,77454,0,-0.125733013,-0.199321551,-0.132300312,-0.135824242,-0.112078954,-0.20179662,-0.104737489,-0.302467782,0
6,37,20275830,930604,906475,4955493,5102007,456357,445271,8467208,3545070,0,12.84300078,13.44874885,12.92168776,12.84742255,12.85191601,13.45106744,12.69502827,13.41297574,0
19,163,344948,15831,12256,84250,86852,7699,6034,160457,56952,0,-0.416662793,-0.446215305,-0.412725094,-0.416719136,-0.418023012,-0.445310767,-0.412239711,-0.383559236,0
36,63,423516,19434,16674,103764,109638,9358,8006,202237,82968,0,-0.364437194,-0.377565509,-0.359307982,-0.356454451,-0.368954838,-0.382921538,-0.34631482,-0.280658287,0
45,7,393138,18030,13683,92895,99509,9012,6781,167186,69458,0,-0.384788218,-0.424041638,-0.389060498,-0.383243751,-0.379188466,-0.421677524,-0.401621985,-0.33409432,0
37,159,279866,12824,10591,68447,70172,6129,5225,119728,56029,0,-0.460249353,-0.472087172,-0.455983812,-0.460834598,-0.464458837,-0.470905537,-0.476506223,-0.387209973,0
12,117,910958,41736,35212,213827,229108,19703,17516,382297,121288,0,-0.041168998,-0.089509848,-0.058024412,-0.040478772,-0.062981203,-0.082048531,-0.062197158,-0.12909139,0
55,127,205918,9426,10934,51580,51302,4610,5275,93815,32396,0,-0.50950347,-0.466757412,-0.502155095,-0.510742199,-0.509386237,-0.46932366,-0.517394488,-0.480685455,0
42,91,1643450,75204,54099,395781,419409,37476,26760,771552,212012,0,0.44395072,0.203968806,0.440051696,0.462831579,0.462690079,0.21040889,0.552010443,0.229748775,0
13,185,229256,10490,17962,55702,58039,5348,9159,93045,34311,0,-0.494080757,-0.357551716,-0.49087164,-0.492924101,-0.487558441,-0.346443454,-0.518609475,-0.473111066,0
36,89,220076,10067,13851,56753,54745,5182,6450,99624,43850,0,-0.500212155,-0.421431144,-0.487994661,-0.501636112,-0.492468216,-0.43214955,-0.508228435,-0.435381509,0
42,71,1077000,49219,42700,260091,272568,24666,20928,468329,166643,0,0.067297323,0.026843631,0.068617449,0.074464753,0.083809242,0.025898756,0.073553207,0.050301005,0
22,33,894074,40813,57300,213105,231895,21089,29383,392021,136729,0,-0.054547913,0.253708053,-0.060000796,-0.033107682,-0.021987538,0.293394158,-0.046853605,-0.068017683,0
36,13,259008,11820,11867,65163,66474,5755,5695,121155,57521,0,-0.474802365,-0.452259843,-0.464973347,-0.470615113,-0.475520619,-0.456035893,-0.474254552,-0.381308674,0
18,35,231206,10551,20395,56107,60435,5071,10716,102862,39152,0,-0.49319656,-0.319746159,-0.489763004,-0.486587132,-0.495751259,-0.297183804,-0.503119177,-0.453963484,0
36,83,320140,14582,14359,79395,80541,6783,6371,151353,52374,0,-0.434767087,-0.413537505,-0.426015044,-0.433410544,-0.445115506,-0.434648916,-0.426604962,-0.401666576,0
42,49,552414,25133,25219,138022,141203,11763,12564,259300,107571,0,-0.281830008,-0.244787668,-0.265531031,-0.272970963,-0.297822253,-0.23871763,-0.256274799,-0.183346169,0
48,441,273070,12414,17655,66454,68857,6293,8450,114453,43642,0,-0.466192316,-0.362322085,-0.461439398,-0.464312526,-0.459608216,-0.36887447,-0.484829675,-0.43620421,0
10,3,1113974,50623,47616,267068,284739,24826,23614,511309,171346,0,0.087648348,0.103231679,0.087716105,0.106654759,0.088541555,0.110877189,0.141371585,0.068902757,0
37,57,329852,14987,10982,80060,83955,7502,5324,143361,61773,0,-0.428896599,-0.466011556,-0.42419469,-0.424381156,-0.423849673,-0.46777342,-0.439215583,-0.36449076,0
37,151,286832,13029,9712,70449,72144,6145,4717,120522,51830,0,-0.457277871,-0.485745653,-0.450503589,-0.455619029,-0.463985605,-0.486977407,-0.475253366,-0.403818256,0
26,75,316920,14392,12347,81703,77808,6971,5979,141886,62418,0,-0.437521143,-0.444801287,-0.419697185,-0.440638815,-0.439555038,-0.447050831,-0.441542994,-0.361939595,0
34,3,1878302,85296,61842,449941,480226,42591,30191,835592,224048,0,0.590234579,0.324284643,0.58830786,0.623681105,0.613976222,0.31895729,0.65305951,0.277354703,0
42,19,373694,16962,13932,91895,93983,8532,6640,175222,54203,0,-0.400268912,-0.420172512,-0.391797871,-0.397858982,-0.393385406,-0.426138417,-0.388941936,-0.394432342,0
44,9,252576,11463,16105,60919,65579,5783,8169,120446,36993,0,-0.479977091,-0.386407006,-0.476590761,-0.472982219,-0.474692464,-0.377764619,-0.475373287,-0.462502965,0
6,13,2270254,103008,79420,540778,567231,49814,38287,1015320,333035,0,0.84697058,0.597423191,0.836962682,0.853792966,0.827610593,0.575094815,0.936653307,0.708430417,0
17,163,525518,23827,21147,127870,137686,12140,10666,239570,97889,0,-0.30076052,-0.308061087,-0.29332085,-0.282272767,-0.28667174,-0.298765681,-0.287406874,-0.221641333,0
42,133,887488,40228,31763,217702,223166,19891,15238,407726,141017,0,-0.063027506,-0.143102683,-0.047417088,-0.056194245,-0.057420735,-0.154118847,-0.022072599,-0.051057379,0
36,85,952030,43153,37672,229075,244240,21335,18943,442658,157094,0,-0.020629538,-0.051284747,-0.016284937,-0.000457478,-0.014711607,-0.036901761,0.033046796,0.012531895,0
37,191,248300,11253,10570,60866,63501,5670,4794,106432,48050,0,-0.483021047,-0.472413484,-0.476735842,-0.478478139,-0.478034661,-0.484541317,-0.497486055,-0.418769271,0
41,5,816124,36954,27122,195079,199766,17611,13321,362767,115849,0,-0.11048424,-0.215217599,-0.109344695,-0.118082843,-0.1248562,-0.214768012,-0.093013652,-0.150604239,0
39,153,1080600,48921,41716,262313,279500,23701,20665,497141,184622,0,0.062977804,0.011553591,0.074699893,0.09279859,0.055267477,0.017578083,0.11901582,0.12141325,0
48,209,408940,18510,28321,92600,92933,9014,14340,156059,39454,1,-0.377830603,-0.196586747,-0.389868023,-0.400636034,-0.379129312,-0.182529358,-0.419179339,-0.452768985,1
41,67,1165558,52755,39688,277793,285947,25485,19687,506398,149843,0,0.118551755,-0.01995881,0.117074439,0.109849692,0.108032771,-0.013363431,0.133622491,-0.016147947,0
39,7,196462,8891,6654,49231,49825,4403,3225,86399,40353,0,-0.517258312,-0.533262873,-0.508585186,-0.514648586,-0.515508667,-0.534180617,-0.529096235,-0.449213175,0
26,145,384652,17397,17662,94742,100502,8686,8829,179631,84010,0,-0.393963573,-0.362213314,-0.384004568,-0.380617453,-0.388830554,-0.356883842,-0.381984951,-0.27653687,0
12,73,575644,26006,57560,135365,149383,13916,30125,254160,71740,0,-0.269175846,0.257748105,-0.272804233,-0.251336402,-0.234143061,0.316869212,-0.264385233,-0.325068337,0
9,5,365142,16496,11433,91645,93386,7964,5380,174663,61743,0,-0.407023597,-0.459003621,-0.392482215,-0.399437935,-0.410185118,-0.466001718,-0.389823985,-0.364609419,0
36,1,617692,27886,37838,149100,158415,13876,18995,290239,98516,0,-0.241925186,-0.048705329,-0.235206404,-0.227448461,-0.23532614,-0.035256609,-0.207455981,-0.219161363,0
48,91,269576,12170,7737,61034,63274,6301,3627,106554,37334,0,-0.469729103,-0.516434505,-0.476275963,-0.479078511,-0.4593716,-0.521462326,-0.49729355,-0.46115421,0
18,19,232062,10471,8062,55251,58744,5173,3981,100588,35341,0,-0.494356162,-0.511384441,-0.492106196,-0.491059509,-0.492734409,-0.510262637,-0.506707334,-0.469037112,0
18,91,220030,9918,8251,57543,53533,4956,3515,95175,39285,0,-0.502371915,-0.508447634,-0.485832135,-0.504841624,-0.499152609,-0.52500573,-0.515248537,-0.453437429,0
44,7,1267346,57096,62765,306591,324914,28683,31605,571305,240994,0,0.181474688,0.338626825,0.195905329,0.212910078,0.202619884,0.363692772,0.236039603,0.344381129,0
26,99,1735460,78062,63364,418522,441045,36500,30967,791141,289625,0,0.485377521,0.347934482,0.502302314,0.52005473,0.433822968,0.343508021,0.582920033,0.53673107,0
53,63,998144,44883,43961,240540,245624,21505,21788,439998,187489,0,0.004446866,0.04643788,0.015099054,0.003202941,-0.009683524,0.05310704,0.028849567,0.132753081,0
34,23,1674146,75257,69761,409048,422877,36313,33989,741894,201930,0,0.444718957,0.447335284,0.476368434,0.472003787,0.428292077,0.439116667,0.505212922,0.189871493,0
6,17,371250,16686,11738,91312,91632,8068,5308,168880,61493,0,-0.404269541,-0.45426433,-0.39339376,-0.404076935,-0.407109114,-0.468279621,-0.398949013,-0.365598243,0
24,15,205206,9217,8289,50674,51425,4627,4114,93701,32652,0,-0.512532932,-0.507857165,-0.504635156,-0.510416887,-0.508883428,-0.506054844,-0.517574369,-0.4796729,0
13,245,403294,18110,21181,97523,103921,8722,9902,171197,78683,0,-0.383628616,-0.307532773,-0.376391932,-0.371574841,-0.387765784,-0.322936762,-0.395293006,-0.297606725,0
55,63,236244,10601,16683,56893,60658,4883,9255,110906,34086,0,-0.492471808,-0.377425661,-0.487611428,-0.485997339,-0.501311727,-0.34340625,-0.490426506,-0.474001007,0
2,20,596384,26755,29185,152851,146347,12694,12576,257981,76730,0,-0.258319067,-0.183161346,-0.224938515,-0.259366051,-0.270286105,-0.238337979,-0.258356056,-0.305331416,0
